岗位ID,岗位名称,公司,城市,一级簇号,一级簇名,二级簇名
J0830,（洁净室）暖通运维主管,厦门市众惠微电子有限公司,厦门,1,运维/云与网络（分布式电站、空调工程）,—
J0831,网络工程师,厦门世纪伟业网络科技有限公司,厦门,1,运维/云与网络（分布式电站、空调工程）,—
J0832,项目管理系统运维工程师,维谛技术服务(深圳)有限公司,厦门,1,运维/云与网络（分布式电站、空调工程）,—
J0833,运维部主管,厦门东博科技有限公司,厦门,1,运维/云与网络（分布式电站、空调工程）,—
J0834,水质仪表运维工程师（厦门）,上海昭净环保科技有限公司,厦门,1,运维/云与网络（分布式电站、空调工程）,—
J0835,运维业务开发专员/经理 (MJ000432),清源科技股份有限公司,厦门,1,运维/云与网络（分布式电站、空调工程）,—
J0836,空压站运维工程师,爱景智能装备(无锡)有限公司,厦门,1,运维/云与网络（分布式电站、空调工程）,—
J0837,污水运维销售经理,厦门汉超科技集团有限公司,厦门,1,运维/云与网络（分布式电站、空调工程）,—
J0838,桌面运维工程师,科锐尔人力资源服务(苏州)有限公司,厦门,1,运维/云与网络（分布式电站、空调工程）,—
J0839,运维工程师（福建福鼎）,核顺投资集团有限公司,厦门,1,运维/云与网络（分布式电站、空调工程）,—
J0840,中国电信智慧家庭工程师,厦门市思明区盛臻坤华电子通讯器材经营部,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0841,IT专员,厦钨电机工业有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0842,IT工程师(J10831),恒安集团,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0843,金蝶实施工程师,软通动力信息技术(集团)股份有限公司,厦门,1,运维/云与网络（分布式电站、空调工程）,—
J0844,it技术支持-鞋服行业,苏州英格玛服务外包股份有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0845,IT专员,厦门精艺兴业科技有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0846,IT工程师,全磊光电股份有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0847,统建系统运维管理岗,维谛技术服务(深圳)有限公司,厦门,1,运维/云与网络（分布式电站、空调工程）,—
J0848,环境在线监测运维工程师,厦门隆力德环境技术开发有限公司,厦门,1,运维/云与网络（分布式电站、空调工程）,—
J0849,中级桌面及终端运维工程师（驻场）,福建兴众为通信设备有限公司,厦门,1,运维/云与网络（分布式电站、空调工程）,—
J0850,信息科技岗（厦门海沧）—硬件与系统管理 (MJ002528),安捷利美维电子(厦门)有限责任公司,厦门,1,运维/云与网络（分布式电站、空调工程）,—
J0851,IT工程师,中芯渊虹(厦门)投资控股集团有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0852,电力技术员（福建厦门）,厦门时代新能动力科技有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0853,设备管理员,厦门信和达电子有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0854,it工程师,雅米士(厦门)航空食品有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0855,通信技术工程师,厦门海云通信息技术有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0856,实施工程师,阳光雨露信息技术服务(北京)有限公司,厦门,1,运维/云与网络（分布式电站、空调工程）,—
J0857,网络工程师,厦门天吴海洋科技有限公司,厦门,1,运维/云与网络（分布式电站、空调工程）,—
J0858,招电工 月入26000（包住）,福建金润华夏国际贸易有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0859,售后工程师（厦门）,无锡卓海科技股份有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0860,AGV实施工程师,中为(厦门)智能科技有限公司,厦门,1,运维/云与网络（分布式电站、空调工程）,—
J0861,IT售后工程师（虚拟化&备份方向）,翰林汇力(福建)信息技术有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,Java/后端（spring、mybatis）
J0862,财务系统工程师(IT),达昊(厦门)制造有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J0863,数据中心维护技术员,维谛技术服务(深圳)有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0864,项目技术经理（系统运维开发）(J12899),特宝生物,厦门,1,运维/云与网络（分布式电站、空调工程）,—
J0865,急聘电工,招商积余综合设施运营服务(深圳)有限公司厦门分公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0866,高级应用系统运维工程师 （驻场）,福建兴众为通信设备有限公司,厦门,1,运维/云与网络（分布式电站、空调工程）,—
J0867,环保仪器仪表运维工程师,福建志立明德智能科技有限公司,厦门,1,运维/云与网络（分布式电站、空调工程）,—
J0868,电梯物联网项目安装运维经理,厦门伯智人力资源管理有限公司,厦门,1,运维/云与网络（分布式电站、空调工程）,—
J0869,厂房运维资深技术员/五险一金/长白班,上海博霖实业发展有限公司,厦门,1,运维/云与网络（分布式电站、空调工程）,—
J0870,设备运维主管（矿业）(MJ053355),宁德时代新能源科技股份有限公司,厦门,1,运维/云与网络（分布式电站、空调工程）,—
J0871,招电工-五险一金,厦门淞曜光学有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0872,AI 交付实施工程师（飞书 / 豆包 FDE 方向）,厦门龙商网络技术服务有限公司,厦门,1,运维/云与网络（分布式电站、空调工程）,—
J0873,FE公共设施工程师,厦门时代新能动力科技有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J0874,软件售后经理,厦门安必兴信息科技有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0875,技术服务资深工程师 (MJ004995),厦门海辰储能科技股份有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0876,设备售后工程师,联赢激光,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0877,技术顾问,福建亿能电力科技股份有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0878,急招电工 月入8000（包住）,嘉信立恒设施管理(上海)有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0879,诚招普工/操作工-五险一金-有餐补,重庆千钧人力资源管理有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0880,诚聘电工-底薪4500-五险,国闽投资(厦门)有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0881,装配段设备维修工程师,厦门新数能电力科技有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J0882,资深生产系统工程师（英语口语流利）,达昊(厦门)制造有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J0883,招聘电工-五险一金-有餐补,深圳市瑞维控股有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J0884,初级桌面及终端运维工程师（驻场）,福建兴众为通信设备有限公司,厦门,1,运维/云与网络（分布式电站、空调工程）,—
J0885,运维业务开发经理 (MJ000464),清源科技股份有限公司,厦门,1,运维/云与网络（分布式电站、空调工程）,—
J0886,it专员,厦钨电机工业有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0887,IT工程师(J10831),恒安集团,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0888,数通网络数字管理员,厦门富企来网络科技有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0889,IT工程师（智能制造/数字化系统方向）,雅米士(厦门)航空食品有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0890,实施工程师,厦门海云通信息技术有限公司,厦门,1,运维/云与网络（分布式电站、空调工程）,—
J0891,计算机硬件维护工程师,宫崎科技(厦门)有限公司,厦门,5,嵌入式/硬件（rtos、32位单片机）,—
J0892,运维工程师 (电气方向),厦门新能安科技有限公司,厦门,1,运维/云与网络（分布式电站、空调工程）,—
J0893,cdn系统维护工程师,全福游科技产业集团(厦门)有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,硬件/仪器/自动化（组态软件、scratch）
J0894,诚招电工-月入11000（五险一金）,思拓睿(厦门)数字科技有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0895,电力工程师,厦门时代新能动力科技有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J0896,IT系统技术员-厦门（XMXN (MJ049723),厦门时代新能动力科技有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0897,SAP工程师 (MJ052970),宁德时代新能源科技股份有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0898,产品工程师-资料 (MJ004842),厦门海辰储能科技股份有限公司,厦门,6,产品/项目管理（国内市场、需求分析）,—
J0899,客户服务资深工程师b-东部大区 (MJ004415),厦门海辰储能科技股份有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0900,IT系统工程师（财务/供应链/生产）,达昊(厦门)制造有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0901,资深综合系统工程师（英语作为工作语言）,达昊(厦门)制造有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0902,资深财务系统工程师（英语口语要求）,达昊(厦门)制造有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J0903,IT技术支持实习生,宫崎科技(厦门)有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0904,helpdesk桌面运维工程师,宫崎科技(厦门)有限公司,厦门,1,运维/云与网络（分布式电站、空调工程）,—
J0905,it网络运维工程师,宫崎科技(厦门)有限公司,厦门,1,运维/云与网络（分布式电站、空调工程）,—
J0906,服务器工程师,厦门新能安科技有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,硬件/仪器/自动化（组态软件、scratch）
J0907,MES工程师,厦门新能安科技有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0908,运维工程师 (暖通方向),厦门新能安科技有限公司,厦门,1,运维/云与网络（分布式电站、空调工程）,—
J0909,数据分析师（双休）,厦门莲桥企业管理咨询有限公司,厦门,2,数据分析/BI（数仓开发、kettle）,—
J0910,居家数据标注,贵州鼎联数据有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,数据/统计分析（数据建模、统计学）
J0911,线上数据整理专员,太原商邑企业管理咨询有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0912,数据分析师,厦门贵丰励志咨询服务有限公司,厦门,2,数据分析/BI（数仓开发、kettle）,—
J0913,数据分析岗,中国平安财产保险股份有限公司厦门分公司,厦门,2,数据分析/BI（数仓开发、kettle）,—
J0914,购销平台(业务),厦门市优之品贸易有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0915,商业/经营分析,厦门市海沧区华璟星辰电子商务工作室,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0916,数据统计分析（生产成本相关）,雪花啤酒(福建)有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0917,办公室数据整理岗,金惠家科技有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,数据/统计分析（数据建模、统计学）
J0918,数据统计分析工程师,厦门伯智人力资源管理有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,数据/统计分析（数据建模、统计学）
J0919,商务专员,科华数据股份有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0920,数据统计分析（生产成本相关）,华润雪花,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0921,财务结算专员（数据方向）,厦门华元金服信息科技有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J0922,销售支持专员,鸿星尔克,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0923,厦门-数据分析岗,太平洋产险,厦门,2,数据分析/BI（数仓开发、kettle）,—
J0924,客服主管（数据分析方向）,福州朴朴电子商务有限公司,厦门,2,数据分析/BI（数仓开发、kettle）,—
J0925,运营助理/专员,厦门优莱柏网络科技有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0926,统计员,厦门姚明织带饰品有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J0927,医药数据分析师,厦门合恩医药有限公司,厦门,2,数据分析/BI（数仓开发、kettle）,—
J0928,数据策略运营,厦门盛旺垚商贸有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0929,线上数据运营专员,太原商邑企业管理咨询有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0930,数据分析员（双休）,厦门莲桥企业管理咨询有限公司,厦门,2,数据分析/BI（数仓开发、kettle）,—
J0931,AI训练师,厦门新宝裕工贸有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0932,车间生产文员,厦门典亮电子科技有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0933,统计员,厦门市钻石荣耀娱乐有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J0934,招聘普工/操作工-月入7000,厦门三安光电有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0935,抖音运营,厦门市迈讯生物科技有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0936,生产统计员,华星龙盛(厦门)食品有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0937,数据与政务处行政专员,厦门工学院,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0938,数据督导,泰康人寿保险有限责任公司厦门分公司,厦门,0,制造业质量/检验（成本管理、抖音）,数据/统计分析（数据建模、统计学）
J0939,薪酬分析专员,达昊(厦门)制造有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,数据/统计分析（数据建模、统计学）
J0940,总部长租运营经理,广州中寓酒店管理有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0941,运营专员（闪电仓）(J10921),恒安集团,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0942,厦门-数据分析岗（2026）,太平洋产险,厦门,2,数据分析/BI（数仓开发、kettle）,—
J0943,运营管理专员,厦门金鹭,厦门,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J0944,激光焊接工程师（技术/科研）,长江电工集团有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0945,流程管理岗,科华数据股份有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0946,hrbp,华润万象生活,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0947,客服专员,厦门长江电子科技有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0948,销管专员,正大集团,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0949,资产运营专员(J10006),厦门思明城建集团有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0950,急聘普工/操作工-五险一金-包住,厦门大闽聚英电子科技有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0951,风控专员,厦门憬澄电子商务有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J0952,运营助理,厦门醒图文化传媒有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J0953,总经理助理(J10059),国药控股星鲨制药(厦门)有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0954,接受无经验 运营助理,厦门龙赞文化传媒有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0955,经营分析经理,福州朴朴电子商务有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J0956,IT工程师(J10831),恒安集团,厦门,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J0957,产品价格管理岗,强力巨彩,厦门,6,产品/项目管理（国内市场、需求分析）,—
J0958,项目仓管员,厦门澧源实业有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J0959,低空产业项目合伙人,厦门高帝集团有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0960,销售,厦门象屿钢铁产业集团有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0961,广告投放经理,中安维康(泉州)健康管理有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J0962,平台运营岗,厦门地铁恒顺物泰有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0963,副总助理（生产运营方向）,厦门市优辰卫浴科技有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0964,厦门市二轻科技有限公司技术部工程师,厦门市二轻集体企业联社,厦门,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J0965,跨境电商业务岗（国企/六险二金/双休）,厦门建发国际酒业集团有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0966,整合营销岗,惠尔康东方(厦门)食品有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0967,产品经理（FILA鞋）,斐乐服饰有限公司,厦门,6,产品/项目管理（国内市场、需求分析）,—
J0968,对账员,厦门信和达电子有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J0969,商城运营专员,恒安集团,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0970,品类运营,厦门市优之品贸易有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0971,海外商务专员,科华数据股份有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0972,AI产品经理 (MJ004745),厦门海辰储能科技股份有限公司,厦门,6,产品/项目管理（国内市场、需求分析）,—
J0973,销售助理,厦门合恩医药有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J0974,总行信息技术部——业务分析岗（BA）,厦门银行股份有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0975,区域运营BP(J16444),北京雍禾医疗科技集团有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0976,TIKTOK数据投放,厦门泡否电子商务有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0977,仓库开单员,绿尔佳特色(厦门)食品有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J0978,产品经理（数据中台|AI方向）,福建点景大数据有限公司,厦门,6,产品/项目管理（国内市场、需求分析）,—
J0979,仓储/仓库经理,瑞幸咖啡,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0980,供应链 专任教师,厦门华厦学院,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0981,内控助理,SM广场,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0982,品牌策划专员,厦门雅瑞光学有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0983,销售内勤,厦门吉顺芯微电子有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0984,业务助理,中国四达国际经济技术合作公司上海分公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0985,厦门长租公寓市场拓展经理,深圳泊寓企业发展有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0986,产品专员,海荭兴,厦门,6,产品/项目管理（国内市场、需求分析）,—
J0987,商品主管（偏企划）,斐乐服饰有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0988,风控专员,厦门鑫享智联科技有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J0989,关爱组主管 (MJ056512),厦门时代新能动力科技有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0990,电商运营助理,厦门佰淘电子商务有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0991,服务管理工程师-项目交付 (MJ004890),厦门海辰储能科技股份有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0992,财务管培生,厦门金鹭,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0993,翔安机场有税商业营运岗（翔业商管）,翔业集团,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0994,会计,林德(中国)投资有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J0995,项目专员,厦门海佳科技有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J0996,生产实施顾问,厦门一维天地信息技术有限公司,厦门,1,运维/云与网络（分布式电站、空调工程）,—
J0997,仓库账务员,力高新能源技术股份有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J0998,产品专员（双休+五险一金+年终奖）,豪客来,厦门,6,产品/项目管理（国内市场、需求分析）,—
J0999,安全支持工程师,京东集团,厦门,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J1000,ai数据标注师 AI训练师 英文视频描述 要求英语四级,中洲联创(厦门)科技有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J1001,成本会计,科华数据股份有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J1002,报价员,安徽邦聘企业管理有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J1003,新媒体运营,精图信息,厦门,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J1004,产品专员,厦门傲农食品科技有限公司,厦门,6,产品/项目管理（国内市场、需求分析）,—
J1005,运营专员（B2B）(J10902),恒安集团,厦门,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J1006,业务助理(JF6853),厦门建发恒融供应链有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J1007,外运华南-福建公司-项目管理岗(J33006),中国外运股份有限公司,厦门,6,产品/项目管理（国内市场、需求分析）,—
J1008,前期质量高级工程师（PQE） (MJ004620),厦门海辰储能科技股份有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J1009,维保支持专员,迅达(中国)电梯有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J1010,电商运营专员,厦门安井冻品先生供应链有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J1011,人工智能市场商务专员,中俄数字经济研究中心(厦门市人工智能创新中心),厦门,7,算法/人工智能（智能驾驶、传感器融合）,—
J1012,宣发策划,厦门会展集团股份有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J1013,海鲜市集产品运营岗,厦门象屿产业发展集团有限公司,厦门,6,产品/项目管理（国内市场、需求分析）,—
J1014,厂线生管专员,力鼎光电,厦门,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J1015,品质专员,石狮市福旺达五金有限公司,厦门,3,软件测试（信号测试、安全测试）,—
J1016,城更项目专员（招商运营方向）,厦门宇睦智慧服务有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J1017,运营管培生,大博医疗,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J1018,采销经营分析（base总部）,福州朴朴电子商务有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,硬件/仪器/自动化（组态软件、scratch）
J1019,行业研究,厦门建发生活资材有限责任公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J1020,化学工程师,厦门核耀科技有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J1021,高德地图会员产品运营专员（美工/推广方向，软二）,厦门易瑞通网络科技有限公司,厦门,6,产品/项目管理（国内市场、需求分析）,—
J1022,数字营销(J10096),厦门文广传媒集团有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J1023,京东超体家电副店长,京东集团,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J1024,工艺工程师HK (MJ004766),厦门海辰储能科技股份有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J1025,小红书运营,惠尔康东方(厦门)食品有限公司,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J1026,厦门市二轻科技有限公司新媒体运营,厦门市二轻集体企业联社,厦门,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J1027,运营专员（一件代发）(J10733),恒安集团,厦门,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J1028,生管专员/主管,瑞幸咖啡,厦门,0,制造业质量/检验（成本管理、抖音）,数据/统计分析（数据建模、统计学）
