岗位ID,岗位名称,公司,城市,一级簇号,一级簇名,二级簇名
J4837,生产统计员,宁波博益坤精密五金制造有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4838,采购助理,宁波察微生物科技有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J4839,成本核价专员,宁波高瑞照明有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J4840,项目管理工程师(J10132),荷贝(宁波)家居有限公司,宁波,6,产品/项目管理（国内市场、需求分析）,—
J4841,供应商管理专员,合盛硅业,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4842,项目支持专员,康龙化成,宁波,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J4843,生产计划员,浙江摩根集团有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4844,实验助理,东华能源,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4845,社区商业运营经理,宁波江山万里置业有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4846,经营计划管理师,东方日升新能源股份有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4847,综合管理岗（运营）-五险一金-双休,宁波市普惠保险公共服务中心,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4848,厨电顾问,宁波方太营销有限公司慈溪售后服务中心,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4849,质量主管,宁波奢迈新能源科技有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4850,央企运行管理部经营运行分析岗,中海工程建设总局有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4851,价格专员,宁波高松电子有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4852,杉杉奥莱企划管培生 (MJ020118),杉杉商业集团有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4853,实验分析员,浙江普泽环保科技有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4854,市场督训部负责人 (MJ002229)--宁波,招商信诺,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4855,营销助理（宁波地区）,浙江宝井精密钢材科技有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4856,客户服务部负责人,浙商财产保险股份有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4857,投资顾问（偏技术分析方向）,华福证券股份有限公司宁波人民路证券营业部,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4858,工程财务BP,浙江摩根集团有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4859,销售助理,浙江亮心汽车部件有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4860,注塑技术班长,宁波一彬电子科技股份有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4861,工艺工程师,金田铜业,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4862,电商合伙人,宁波莜趣网络科技有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4863,行政主管,宁波昊德化工新材料股份有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J4864,工艺工程师（宁波梅山）,延锋国际座椅系统有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4865,投诉处理经理,宁波正立企业咨询服务有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J4866,ER专员 (MJ001668),宁波力勤资源科技股份有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4867,招商运营经理/主管 (MJ017444),杉杉商业集团有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4868,战略规划专员,宁波容百新能源科技股份有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4869,资产管理部主管,康龙化成,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4870,生产职能储干,宁波申洲针织有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4871,总经理助理（生产经营管理）(J10272),合盛硅业,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4872,涂布技术员,览锐新材料(宁波)有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4873,采购总监,浙江世纪万发餐饮管理有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4874,IE工程师(J10194),宁波高松电子有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4875,海务主管/经理,上海永之鑫航运技术有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4876,央企运行管理部经营运行分析岗,中海工程建设总局有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4877,产业分析师,宁波膜智信息科技有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4878,水产养殖工艺主管,氢氧碳(宁波)科技有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4879,大宗商品财务岗（BP培养方向）,海天同创(上海)实业有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4880,水产养殖工艺主管,北京中生源科技集团有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4881,总经理助理,宁波奥博汽车电器有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4882,生产班长｜底薪 9000｜综合到手 1.5W+ 产线班组管理,湖南乐业人力资源有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4883,AI产品经理,宁波聚联数字科技有限公司,宁波,6,产品/项目管理（国内市场、需求分析）,—
J4884,量化研究员,天津亚群科技有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4885,生物分析专员,康龙化成(成都)临床研究服务有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4886,隧道技术员,河南晟通公路工程有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4887,箱管员（杭州工作）,浙江联运盒子物流科技有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J4888,仓库管理,宁波延胜汽车零部件有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J4889,写字楼新媒体运营主管,宁波中正控股有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4890,生产助理,华科润(浙江)生物科技股份有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J4891,采购专员,宁波高松电子有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4892,资产管理部主管,康龙化成,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4893,高级成本分析经理,宁波申洲针织有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4894,设备工程师,萃绩科技(上海)有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4895,汽车项目经理,浙江海联金汇汽车零部件有限公司,宁波,6,产品/项目管理（国内市场、需求分析）,—
J4896,精益/IE工程师,博威合金,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4897,投诉处理专员(J10497),宁波天益医疗器械股份有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J4898,京东店长,宁波渠成集团有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4899,工艺工程师,宁波甬强科技有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4900,注塑质量工程师,宁波德昌电机股份有限公司,宁波,3,软件测试（信号测试、安全测试）,—
J4901,木箱结构工程师,宁波东源音响器材有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4902,规则运营,贝壳找房,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4903,qc质检员,览锐新材料(宁波)有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J4904,工艺工程师,延锋国际座椅系统有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4905,注册环境影响评价工程师,浙江和宸环保科技有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4906,价格管理专家,宁波高松电子有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,数据/统计分析（数据建模、统计学）
J4907,分析QA-宁波,康龙化成,宁波,3,软件测试（信号测试、安全测试）,—
J4908,涂布pe工程师,激智科技,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4909,成本核算专家（兼部长特别助理）(J10034),宁波申洲针织有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,数据/统计分析（数据建模、统计学）
J4910,酒店运营总（山林溪）,宁波江山万里置业有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4911,智联招聘-跨境电商运营主管,智联猎头,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4912,杉杉奥莱招商运营管培生 (MJ020113),杉杉商业集团有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4913,生产订单运营 （跟单）,宁波瓦萨智能科技有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J4914,AI资源部初级专员,宁波立太项目管理有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,数据/统计分析（数据建模、统计学）
J4915,生产管理岗（投资方向）,寰宇东方国际集装箱(宁波)有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,数据/统计分析（数据建模、统计学）
J4916,智联猎头-品质工程师,智联招聘,宁波,3,软件测试（信号测试、安全测试）,—
J4917,跨境电商账号管理专员,宁波布兰德电子商务有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4918,产品经理,宁波东源音响器材有限公司,宁波,6,产品/项目管理（国内市场、需求分析）,—
J4919,服装理单员,宁波市鄞州纽维制衣有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J4920,财经BP专员,宁波科航新材料有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4921,海外经营计划主管,东方日升新能源股份有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4922,AI智能体产品&业务运营专员（1名）,和光与时(珠海横琴)智慧能源有限公司,宁波,6,产品/项目管理（国内市场、需求分析）,—
J4923,电商运营,宁波百狮特威日用品有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J4924,销售助理,宁波米驰科技有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J4925,审计专员,宁波高松电子有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J4926,成本会计,宁波甬强科技有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J4927,生产班长（五险一金）,浙江科森生态科技股份有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4928,业务管理岗 五险一金 双休,宁波市普惠保险公共服务中心,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4929,医疗器械销售经理,浙江英特集团股份有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4930,供应链成本会计,宁波领拓沃供应链有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J4931,餐饮总监,宁波江山万里置业有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4932,运营实习生,开拓者智库(宁波)有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4933,管理会计主管,金田铜业,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4934,资产保全部 特资经营岗,四川丹格芮商务信息咨询有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4935,董事长助理（有人事科长经验）,浙江亮心汽车部件有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4936,仓库内勤,宁波聚邦医疗器械有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J4937,仓库负责人（保税）,顺丰速运,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4938,数据员,四川东原兴物流有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J4939,采购跟单助理,宁波霖禾科技有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J4940,供应商管理专员(J11992),合盛硅业,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4941,智联猎头-品质工程师,智联招聘,宁波,3,软件测试（信号测试、安全测试）,—
J4942,价格管理专家,宁波高松电子有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J4943,行政经理/主管,宁波渠成集团有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4944,分析室主管（临山）,宁波容百新能源科技股份有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4945,生产副总经理,宁波胜筹光电科技有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4946,头部奥莱总部运营总监,山西三才人力资源有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4947,生产计划专员,三生(中国)健康产业有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4948,成本管理及费用报销,瑞众人寿保险有限责任公司宁波分公司,宁波,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J4949,标签及合规审核术支持工程师,SGS,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4950,生产计划跟单,宁波锐刻激光科技有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4951,业务管理支持专员,宁波爱立德科技集团有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J4952,数据开发 - 硕士实习生,中科聚信信息技术(北京)有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4953,销售运营副经理,海尔施生物医药股份有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,数据/统计分析（数据建模、统计学）
J4954,跨境电商运营,宁波腾拓科技有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4955,投标资料分析专员（光储）(J12956),东方日升新能源股份有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4956,闪电仓/前置仓业务经理 (MJ002096),得力集团,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4957,跨境电商产品经理,宁波诺亚歌曼户外用品有限公司,宁波,6,产品/项目管理（国内市场、需求分析）,—
J4958,EL研发工程师,览锐新材料(宁波)有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4959,产品经理（国内市场）,宁波渠成集团有限公司,宁波,6,产品/项目管理（国内市场、需求分析）,—
J4960,行政主管（餐饮方向）-宁波,康龙化成,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4961,EHS安全体系管理专员,宁波申洲针织有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4962,带货主播,宁波君橙网络科技有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4963,博士,宁波路宝科技实业集团有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4964,产品开发助理,宁波万时集团有限公司,宁波,6,产品/项目管理（国内市场、需求分析）,—
J4965,业务支持文员,招商银行股份有限公司信用卡中心,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4966,培训科长/部长,浙江亮心汽车部件有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4967,跨境电商运营,宁波市天启智能科技有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4968,外贸运营业务员,宁波拓普森科学仪器有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J4969,仓储物流数据员（全国出差）,四川东原兴物流有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J4970,生物分析员-宁波,康龙化成(成都)临床研究服务有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4971,合同部主管,快客电梯有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4972,质量工程师（DQE）,宁波运宝电器有限公司,宁波,3,软件测试（信号测试、安全测试）,—
J4973,欧地海外物流专员(J10937),上海环世捷运物流有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4974,ER主管 (MJ001666),宁波力勤资源科技股份有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4975,采购员,迪康药业,宁波,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J4976,物控工程师-base宁德,宁德时代新能源科技股份有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4977,DQE工程师(J10321),宁波高松电子有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4978,销售助理,宁波霖禾科技有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4979,绩效专员(J11514),合盛硅业,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4980,急聘磨工-月入10000,宁波博时培林机械有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4981,电池工程师,宁波容百新能源科技股份有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4982,证券投资顾问,广发证券股份有限公司慈溪浒山路证券营业部,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4983,销售内勤专员,宁波华力兴紧固件有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4984,财务分析FP&A,紫缘文化(天津)有限责任公司,宁波,0,制造业质量/检验（成本管理、抖音）,供应链/物料/采购（物料管理、海外供应链）
J4985,审计助理,中汇会计师事务所（特殊普通合伙）,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4986,仓库主管,浙江高杰斯智能科技有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4987,生产计划/物料管理(PMC),宁波名派文具有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4988,医院物业主管,浙江瑞新物业管理有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4989,财务统计专员（宁波）,杭州纳酷国际供应链管理有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4990,跨境电商运营,宁波维铭国际物流有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4991,亚马逊运营主管,湖北聚博汇人力资源有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4992,AI应用高级开发,宁波国际物流发展股份有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,算法/AI 应用（tensorflow、vit）
J4993,运控算法工程师,宁波尚进自动化科技有限公司,宁波,7,算法/人工智能（智能驾驶、传感器融合）,—
J4994,算法工程师,宁波尚泰电子有限公司,宁波,7,算法/人工智能（智能驾驶、传感器融合）,—
J4995,视觉算法工程师,宁波海瑞马机电有限公司,宁波,7,算法/人工智能（智能驾驶、传感器融合）,—
J4996,光学传感与遥感研发工程师（博士）—安华水,某知名企业,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4997,精密温控系统工程师,新芝生物,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J4998,高级视觉工程师/视觉工程师,宁波星河自动化设备有限公司,宁波,7,算法/人工智能（智能驾驶、传感器融合）,—
J4999,电机控制算法工程师,株洲菲仕绿能科技有限公司,宁波,7,算法/人工智能（智能驾驶、传感器融合）,—
J5000,变频器电机算法工程师,嘲风科技(宁波)有限公司,宁波,7,算法/人工智能（智能驾驶、传感器融合）,—
J5001,软件工程师（公司是宁波杜亚）,江苏维克特企业管理集团有限公司,宁波,4,后端开发（hibernate、linux开发）,—
J5002,嵌入式软件工程师,宁波察微生物科技有限公司,宁波,5,嵌入式/硬件（rtos、32位单片机）,—
J5003,嵌入式软件工程师,宁波帕瓦莱斯智能科技有限公司,宁波,5,嵌入式/硬件（rtos、32位单片机）,—
J5004,车载视觉算法工程师,鑫锡软件(朝阳)有限公司,宁波,7,算法/人工智能（智能驾驶、传感器融合）,—
J5005,智能驾驶-泊车测试,莱本科技,宁波,3,软件测试（信号测试、安全测试）,—
J5006,高级电控工程师,宁波英凯智能装备有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J5007,变频器软件工程师,浙江华昕智能科技有限公司,宁波,4,后端开发（hibernate、linux开发）,—
J5008,运动控制工程师,宁波尚进自动化科技有限公司,宁波,0,制造业质量/检验（成本管理、抖音）,制造业质量/检验（图文平台、性能检测）
J5009,嵌入式软件工程师（影像）,赛尔富电子有限公司,宁波,5,嵌入式/硬件（rtos、32位单片机）,—
J5010,嵌入式软件工程师（电表）,奥克斯集团,宁波,5,嵌入式/硬件（rtos、32位单片机）,—
J5011,嵌入式下位机软件工程师,宁波察微生物科技有限公司,宁波,5,嵌入式/硬件（rtos、32位单片机）,—
J5012,嵌入式下位机软件工程师（双休）,宁波察微生物科技有限公司,宁波,5,嵌入式/硬件（rtos、32位单片机）,—
J5013,机器视觉主任工程师,锐仕方达人才科技集团有限公司,宁波,7,算法/人工智能（智能驾驶、传感器融合）,—
J5014,pcs硬件工程师,东方日升新能源股份有限公司,宁波,5,嵌入式/硬件（rtos、32位单片机）,—
J5015,软件开发工程师,振石控股集团,嘉兴,4,后端开发（hibernate、linux开发）,—
J5016,技术开发工程师-人工智能,宁波信泰机械有限公司,嘉兴,7,算法/人工智能（智能驾驶、传感器融合）,—
J5017,AI开发工程师,浙江华友钴业股份有限公司,嘉兴,4,后端开发（hibernate、linux开发）,—
J5018,低代码开发工程师,浙江朝晖过滤技术股份有限公司,嘉兴,4,后端开发（hibernate、linux开发）,—
J5019,软件开发设计师(J10199),中国电子科技集团公司第三十六研究所,嘉兴,0,制造业质量/检验（成本管理、抖音）,硬件/仪器/自动化（组态软件、scratch）
J5020,软件测试（定向培养）,天阳科技,嘉兴,3,软件测试（信号测试、安全测试）,—
J5021,全栈智能体开发工程师,浙江映出科技有限公司,嘉兴,8,前端开发（web前端、erp项目）,—
J5022,开发工程师,福州众致力信息科技有限公司,嘉兴,4,后端开发（hibernate、linux开发）,—
J5023,Java开发工程师,上海邦芒人力资源有限公司,嘉兴,4,后端开发（hibernate、linux开发）,—
J5024,软件工程师助理,浙江沧田智能信息科技有限公司,嘉兴,4,后端开发（hibernate、linux开发）,—
J5025,软件工程师助理,珠海荣源电子科技有限公司,嘉兴,4,后端开发（hibernate、linux开发）,—
J5026,对日开发主任或项目经理（COBOL&JAVA）,日立解决方案(中国)有限公司,嘉兴,4,后端开发（hibernate、linux开发）,—
J5027,java（神州博海）,江苏风云科技服务有限公司,嘉兴,4,后端开发（hibernate、linux开发）,—
J5028,软件开发工程师,国科京禾能服科技(浙江)有限公司,嘉兴,4,后端开发（hibernate、linux开发）,—
J5029,erp实施工程师,上海大族富创得科技股份有限公司,嘉兴,1,运维/云与网络（分布式电站、空调工程）,—
J5030,Java开发（长期项目，统本）,深圳建广数字科技有限公司青岛分公司,嘉兴,4,后端开发（hibernate、linux开发）,—
J5031,Web前端、后端开发工程师,浙江浙健健康管理服务有限公司,嘉兴,8,前端开发（web前端、erp项目）,—
J5032,信息技术专员(J11198),卫星化学股份有限公司,嘉兴,0,制造业质量/检验（成本管理、抖音）,Java/后端（spring、mybatis）
J5033,整机测试工程师,嘉兴光弘科技电子有限公司,嘉兴,3,软件测试（信号测试、安全测试）,—
J5034,智能体开发工程师/AI工程师,双环传动(嘉兴)精密制造有限公司,嘉兴,4,后端开发（hibernate、linux开发）,—
J5035,软件工程师,宁波德业科技股份有限公司,嘉兴,4,后端开发（hibernate、linux开发）,—
J5036,软件测试工程师,拓荆键科(海宁)半导体设备有限公司,嘉兴,3,软件测试（信号测试、安全测试）,—
J5037,对日开发初级技术员到项目经理的全职位招聘,株式会社ProfaceSystems,嘉兴,6,产品/项目管理（国内市场、需求分析）,—
J5038,软件实施工程师（嘉兴）,浙江和达科技股份有限公司,嘉兴,1,运维/云与网络（分布式电站、空调工程）,—
J5039,C# 上位机开发工程师,杭州高泉科技有限公司,嘉兴,4,后端开发（hibernate、linux开发）,—
